kinase,log2FC_iCCA_HCC,rna_p,hcc_tpm,icca_tpm,rna_fdr,chronos_HCC,chronos_iCCA,chronos_other,icca_selective,hcc_selective,dep_p_icca_vs_other,dep_p_hcc_vs_other,dep_diff_iCCA_minus_HCC,dep_p_icca_vs_hcc,iCCA_essential,HCC_essential,iCCA_selective_dep,HCC_selective_dep,rna_iCCA_up,rna_HCC_up,chcca_position,icca_over_hcc_dep,hcc_over_icca_dep,rna_concordant_iCCA,rna_concordant_HCC
ACTB,1.1208719923801986,3.175716155079581e-17,10.615469516450213,11.736341508830412,5.038395822962796e-16,-0.9153203564012022,-0.7592679655076708,-0.621375361581125,-0.1378926039265458,-0.2939449948200772,0.03936332761965658,0.0011434422195857655,0.1560523908935314,0.1115152632161072,True,True,False,True,True,False,-0.5,False,False,True,False
ACVR1,1.6882658476718286,7.524512270306759e-16,3.8066531705994993,5.494919018271328,7.218282119771019e-15,-0.05972704993510533,-0.039431999490865705,-0.03935546969587639,-7.652979498931622e-05,-0.020371580239228942,0.9211601200435185,0.23610306157647187,0.020295050444239626,0.32511192373628106,False,False,False,False,True,False,-0.5,False,False,True,False
ACVR1B,0.7294937306344353,3.440005306189957e-06,4.470649094973979,5.200142825608414,5.8096302509861095e-06,-0.04974237766364265,-0.09714382515093133,-0.11374876931267207,0.016604944161740742,0.06400639164902941,0.33427147660455003,0.029374017972052892,-0.047401447487288674,0.31330865066849867,False,False,False,False,False,False,,False,False,True,False
ACVR2B,0.056220159020818006,0.3356063344400718,1.316023476131347,1.372243635152165,0.3652707465871494,0.008421537085429009,0.005916011939322474,-0.012697553750092091,0.018613565689414566,0.0211190908355211,0.40536486990025267,0.36101707074919087,-0.0025055251461065355,0.8936946693232326,False,False,False,False,False,False,,False,False,False,False
ACVRL1,0.6926700972653026,9.568872325214273e-07,2.9202823554587,3.6129524527240027,1.7105784763384126e-06,0.01906931519420063,0.0025711142527160627,-0.01101602515620775,0.013587139408923813,0.03008534035040838,0.3800213873314413,0.417691448632614,-0.01649820094148457,0.9129374655882153,False,False,False,False,False,False,,False,False,True,False
ADA,0.3517698735431134,0.01671620049236046,2.725050533129013,3.0768204066721263,0.020476414857011696,-0.04157498248765584,-0.019111624478462767,-0.04732512202707787,0.028213497548615105,0.005750139539422029,0.08532820726458878,0.6380591386609107,0.022463358009193076,0.401902416889266,False,False,False,False,False,False,,False,False,False,False
ADAM10,1.448169084281743,7.702764552150405e-15,3.611659915601432,5.059828999883175,5.104241570702076e-14,0.00886936809957932,-0.012195452945736407,0.004464910255648903,-0.01666036320138531,0.0044044578439304165,0.6924240896281406,0.8468670273168176,-0.021064821045315728,0.8174573411187145,False,False,False,False,True,False,-0.5,False,False,True,False
ADAM17,1.3931845508360394,4.776916926254239e-15,1.5915557322059015,2.984740283041941,3.412083518753028e-14,0.07536454048804403,0.0870352696130433,0.023247690535292947,0.06378757907775034,0.05211684995275108,0.01604455250461111,0.012772187875770693,0.011670729124999266,0.6884997410966343,False,False,False,False,True,False,0.16310722586693086,False,False,True,False
ADCK5,0.2943835706185567,0.043860317069217995,3.8599237057414717,4.154307276360028,0.051915009443478974,0.016091043289928227,-0.00928808952282714,-0.010641003646459434,0.0013529141236322938,0.02673204693638766,0.8514205420204802,0.22912738747034178,-0.02537913281275537,0.2905587212927452,False,False,False,False,False,False,,False,False,False,False
ADCY1,-0.0425605531324309,0.16889538047763775,1.298260537282276,1.255699984149845,0.18983472601369367,-0.037149275665643716,0.0012730769597679688,-0.007485317531642571,0.00875839449141054,-0.029663958134001144,0.9580913272446427,0.09168825608315578,0.03842235262541169,0.25856634178780447,False,False,False,False,False,False,,False,False,False,False
ADCY10,-0.7285846986141825,6.670490255821989e-08,1.3742287734059393,0.6456440747917568,1.3276609073710834e-07,0.02787633050837674,0.007686655631402816,0.039922586006894516,-0.0322359303754917,-0.012046255498517774,0.16497991439509596,0.6632561713701137,-0.020189674876973925,0.5196684087258145,False,False,False,False,False,False,,False,False,False,True
ADCYAP1,0.2681371498470613,0.03804613834428224,0.1916802025286319,0.4598173523756932,0.045227758118202954,0.09048337046284523,0.14747305546975983,0.15934366035058473,-0.011870604880824892,-0.0688602898877395,0.6129805421992429,0.0039321227057058416,0.056989685006914606,0.050480898924720304,False,False,False,False,False,False,,False,False,False,False
ADH5,-0.5237758206937562,1.065129713939638e-06,6.68677616356051,6.163000342866754,1.8958619503779967e-06,-0.2814786943486367,-0.27777916752852955,-0.2702118010595002,-0.007567366469029335,-0.011266893289136493,0.263139471440328,0.6532247775123994,0.0036995268201071574,0.7799305965556748,False,False,False,False,False,False,,False,False,False,True
ADIPOQ,-0.020860905249074437,0.25417371478343176,0.038288500744240755,0.017427595495166318,0.28109023417738765,0.16859832474634068,0.15836669280366766,0.16675771056505184,-0.008391017761384179,0.0018406141812888355,0.6594290619919967,0.7054440279601631,-0.010231631942673014,0.551667232938351,False,False,False,False,False,False,,False,False,False,False
ADM,0.7932386313556732,1.5067634948893905e-05,4.052343759186961,4.845582390542634,2.388241850689236e-05,0.001469386789803467,-0.004113053840452394,0.003747448022930872,-0.007860501863383267,-0.002278061233127405,0.8915293825981628,0.7848491574631283,-0.005582440630255861,0.8554072733065734,False,False,False,False,False,False,,False,False,True,False
ADORA2B,1.7624604239430441,2.259647904831819e-12,0.9099347238367789,2.672395147779823,8.43533720129525e-12,0.07593783637714827,0.025758365651678054,0.054516652937418045,-0.02875828728573999,0.02142118343973022,0.5451003348623076,0.4805263770975904,-0.050179470725470215,0.2689474626484927,False,False,False,False,True,False,0.21203847020651856,False,False,True,False
