kinase,log2FC_iCCA_HCC,rna_p,hcc_tpm,icca_tpm,rna_fdr,chronos_HCC,chronos_iCCA,chronos_other,icca_selective,hcc_selective,dep_p_icca_vs_other,dep_p_hcc_vs_other,dep_diff_iCCA_minus_HCC,dep_p_icca_vs_hcc,iCCA_essential,HCC_essential,iCCA_selective_dep,HCC_selective_dep,rna_iCCA_up,rna_HCC_up,chcca_position,icca_over_hcc_dep,hcc_over_icca_dep,rna_concordant_iCCA,rna_concordant_HCC
BRSK2,0.7175588283969988,2.7862272576151683e-11,0.37322576701723886,1.0907845954142377,8.723481926119597e-11,0.03975016877463823,0.04159876352386212,0.045552394460316496,-0.003953630936454379,-0.005802225685678265,0.9344809840550408,0.7960363203027937,0.0018485947492238863,0.8174573411187145,False,False,False,False,False,False,,False,False,True,False
BSG,0.7017877628160853,3.7648818768270963e-08,8.17882832397624,8.880616086792326,7.697713874553542e-08,-0.05233922633300371,-0.062111977438436945,-0.06411118975113311,0.0019992123126961678,0.011771963418129403,0.9817384949050263,0.9865675492444321,-0.009772751105433235,0.9515653262778769,False,False,False,False,False,False,,False,False,True,False
BST2,-0.1943377953984049,0.2752880739251379,8.163071206467897,7.9687334110694925,0.30301889391359405,-0.045971165010814205,-0.02145622898297964,-0.02812959721776631,0.006673368234786672,-0.017841567793047894,0.7962285339019448,0.3144824164741853,0.024514936027834566,0.3622332716763398,False,False,False,False,False,False,,False,False,False,False
BTC,1.659910053087335,1.3066826175665222e-15,1.071922302438359,2.731832355525694,1.1177457689788386e-14,0.06015094644714083,-0.014233523306985869,0.039196459468878196,-0.05342998277586407,0.020954486978262632,0.008369351003913596,0.4365209378762023,-0.0743844697541267,0.002694351221716564,False,False,False,False,True,False,-0.21322949092048196,False,False,True,False
BTK,0.6793523261916627,7.423594903112548e-05,1.2967079891269035,1.9760603153185663,0.00010985588870076864,0.04010733651984385,0.06916314884113982,0.031630130765914574,0.037533018075225244,0.008477205753929275,0.03485698503613026,0.6747949078449282,0.02905581232129597,0.21083651870632147,False,False,False,False,False,False,,False,False,True,False
BUB1,0.80268599695635,1.7151862400437018e-05,1.9678163192319047,2.7705023161882547,2.710782850643782e-05,-0.8278329130860096,-0.8083082362286426,-0.8349018916511515,0.02659365542250891,0.007068978565141881,0.28143943746883937,0.8884237824259378,0.01952467685736703,0.3751750676264969,True,True,False,False,False,False,,False,False,True,False
C1QBP,0.7283143961204583,1.6403453851181996e-08,6.001960107115491,6.7302745032359494,3.45225750694519e-08,-0.35592749468731244,-0.41811784064830987,-0.39928000067505837,-0.018837839973251502,0.043352505987745926,0.6477998084168615,0.36519737061673463,-0.06219034596099743,0.3622332716763398,True,False,False,False,False,False,,False,False,True,False
C1QL1,0.48236195955197303,0.08500727613744243,2.4022912108166095,2.8846531703685825,0.09836045275370267,0.0499325461590595,0.0265021483814044,0.010721324301014416,0.015780824080389985,0.039211221858045084,0.3974060060008473,0.14426270896330648,-0.023430397777655102,0.5355474084246485,False,False,False,False,False,False,,False,False,False,False
C1QTNF4,0.2896534183409528,6.509473671286368e-09,0.29627241663401804,0.5859258349749709,1.4113839103314728e-08,-0.2706433771665103,-0.2796211917812185,-0.23329937513808632,-0.0463218166431322,-0.037344002028424,0.3884771420677997,0.44868185197701516,-0.008977814614708202,0.9129374655882153,False,False,False,False,False,False,,False,False,False,False
CA1,-0.0847442611541144,0.5090669666648301,0.18000406594419271,0.09525980479007831,0.5410589879360809,0.10340057156297383,0.0536255385977433,0.07196591410618322,-0.01834037550843992,0.03143465745679061,0.30028332796635904,0.08830921565446823,-0.04977503296523053,0.029665006090413847,False,False,False,False,False,False,,False,False,False,False
CA2,0.9490550407371359,0.0010309642434533266,5.646406413606892,6.5954614543440275,0.0013931949235855765,0.03068862323280152,0.04793620379651284,0.01812655938561571,0.02980964441089713,0.01256206384718581,0.07116955466303279,0.5459894391569721,0.01724758056371132,0.6184292290191917,False,False,False,False,False,False,,False,False,True,False
CA9,4.366828291684005,1.1015232397966617e-12,1.7679144260069934,6.134742717690998,4.317133837682878e-12,-0.042379035510387644,-0.016093475984690107,-0.028827699116409054,0.012734223131718948,-0.01355133639397859,0.5737321872132086,0.41353115103336513,0.026285559525697538,0.3622332716763398,False,False,False,False,True,False,0.11508493670068119,False,False,True,False
CAB39,0.8590485255750169,6.779231110980355e-12,4.734025346937693,5.59307387251271,2.3206911479497066e-11,-0.1323776776754598,-0.024570244627761143,-0.1644919609121746,0.13992171628441347,0.03211428323671481,0.02626937236703971,0.7098631851588375,0.10780743304769866,0.16239931747867764,False,False,False,False,False,False,,False,False,True,False
CABLES1,0.4697019529127009,0.003066650958761302,2.616615247011096,3.086317199923797,0.00397796704556301,-0.05706335731014324,-0.04661201751967659,-0.06464652821829521,0.018034510698618618,0.0075831709081519705,0.5999155855205603,0.8790425134042876,0.010451339790466647,0.7799305965556748,False,False,False,False,False,False,,False,False,False,False
CACNA2D3,0.4731955193585768,1.3271051251677975e-05,0.40093676931807914,0.8741322886766559,2.1156748372240248e-05,-0.015614275839627175,-0.01917417838035624,0.001256999240951833,-0.020431177621308073,-0.016871275080579007,0.16675280566143524,0.42149485068462067,-0.003559902540729064,0.5355474084246485,False,False,False,False,False,False,,False,False,False,False
CALB2,2.9632942255809467,4.998918064288162e-19,0.28242525218529807,3.2457194777662446,2.7494049353584894e-17,0.19504776409855978,0.19127626470098616,0.20161259559832417,-0.010336330897338014,-0.00656483149976439,0.3661822060209976,0.7545700618740033,-0.0037714993975736244,0.6356558763048494,False,False,False,False,True,False,-0.004223663481471078,False,False,True,False
CALM1,0.649561361286711,6.352943177506165e-07,5.779729234953682,6.429290596240393,1.1531745041677857e-06,0.044147602374593774,0.005689093242623309,0.022769685433208144,-0.017080592190584835,0.02137791694138563,0.26700990347968934,0.4983638914448757,-0.038458509131970464,0.14157886335524378,False,False,False,False,False,False,,False,False,True,False
CAMK1,-0.16655331151874497,0.09470064722720824,1.5268991368749205,1.3603458253561755,0.1091173658693391,0.02698367452646138,0.03513260033064383,0.022178486577883422,0.01295411375276041,0.004805187948577958,0.2934167272228426,0.6704587335851053,0.008148925804182451,0.6356558763048494,False,False,False,False,False,False,,False,False,False,False
CAMK1D,0.7817330415114463,0.0013572987974075285,2.9765882274404496,3.758321268951896,0.0018178108893850827,0.019479517650686857,0.00635795174896451,0.0043212186530227365,0.0020367330959417734,0.01515829899766412,0.9899684207951329,0.5757896364769476,-0.013121565901722348,0.6706993838713493,False,False,False,False,False,False,,False,False,True,False
CAMK1G,0.4847626281025308,3.645902813467844e-12,0.35048146908393807,0.8352440971864689,1.310618658436153e-11,0.171909822258468,0.12520760049564653,0.1319128193801246,-0.006705218884478087,0.039997002878343374,0.8292401639825691,0.13995862908386317,-0.04670222176282146,0.21983309051189281,False,False,False,False,False,False,,False,False,False,False
CAMK2A,0.15191518733715031,0.018624951361345173,0.27641757018417135,0.42833275752132166,0.022713355318713626,0.03454748537646539,0.032696813100803745,0.019240353490546473,0.013456459610257272,0.015307131885918916,0.41231449652261176,0.33923214353495024,-0.001850672275661644,0.8554072733065734,False,False,False,False,False,False,,False,False,False,False
CAMK2B,0.008906334063473964,0.12746031745744693,0.8010629635308447,0.8099692975943187,0.14494109152638693,0.009457045994429267,-0.0037671803214347475,-0.002784779433610168,-0.0009824008878245795,0.012241825428039435,0.8357801399523452,0.6859251195431566,-0.013224226315864014,0.7246141056634307,False,False,False,False,False,False,,False,False,False,False
CAMK2D,0.816959872530906,2.4699536085788943e-08,3.569586210470087,4.386546083000993,5.139247735378532e-08,0.03967525301543874,0.020841959009494572,0.04089775435027203,-0.020055795340777456,-0.001222501334833287,0.2949004308442812,0.9839340621755678,-0.01883329400594417,0.4297406770499599,False,False,False,False,False,False,,False,False,True,False
CAMK2G,1.0427014934685146,1.8460489114530992e-13,3.063740557332873,4.1064420508013875,8.437619678386742e-13,-0.08925404606789519,-0.10917912292845454,-0.12930174460979332,0.020122621681338784,0.04004769854189813,0.3427316035466752,0.0870834874403782,-0.019925076860559346,0.5040358664525048,False,False,False,False,True,False,-0.5,False,False,True,False
CAMK4,0.40093986301134216,3.6851384564389296e-08,0.30614288638236425,0.7070827493937064,7.553389382763024e-08,-0.045229318392953854,-0.03899734449088007,-0.0021937645313790965,-0.036803579959500975,-0.04303555386157476,0.36995627386086516,0.06493953385532912,0.0062319739020737855,0.5040358664525048,False,False,False,False,False,False,,False,False,False,False
CAMKK1,1.0186198372930995,2.154626363325519e-15,0.6976371980018744,1.716257035294974,1.751297290387737e-14,-0.008162879709737999,0.034614762812648484,0.02777567331632618,0.006839089496322302,-0.03593855302606418,0.7907601695940392,0.17474828494149408,0.042777642522386486,0.1552168135349903,False,False,False,False,True,False,,False,False,True,False
CAMKK2,0.8385089937377268,1.4972515828305174e-10,4.2459537555390146,5.084462749276741,4.1801440129786023e-10,-0.15974043875372426,-0.2184582026540504,-0.19086082340056884,-0.027597379253481547,0.03112038464684458,0.5101305313188287,0.35652242939302914,-0.058717763900326125,0.30179100981005713,False,False,False,False,False,False,,False,False,True,False
CANX,0.5639897103664442,1.1051504547531062e-05,8.23319719559596,8.797186905962404,1.7790226832610977e-05,-0.06747106278178665,-0.008973198310320101,-0.019627972151401954,0.010654773841081853,-0.047843090630384694,0.5914247181575294,0.031447730543197897,0.05849786447146654,0.04006750860788731,False,False,False,False,False,False,,False,False,True,False
CAPNS1,1.0137030924321646,2.5224366553291264e-15,7.607936537977816,8.62163963040998,1.9913973594703627e-14,-0.15232920538994352,-0.12605052687524737,-0.1335097555514293,0.007459228676181928,-0.01881944983851422,0.7902635515134141,0.3260541560588086,0.026278678514696147,0.34957480612329817,False,False,False,False,True,False,-0.5,False,False,True,False
CASK,1.151693373014873,2.2867008092678773e-13,2.343418114339018,3.495111487353891,1.0225084919490509e-12,0.027495510716966636,0.0688085951159279,0.06073745446285231,0.008071140653075598,-0.03324194374588567,0.894588334679106,0.08069987711325671,0.04131308439896127,0.2386455011944486,False,False,False,False,True,False,-0.4562758288504439,False,False,True,False
CASP1,0.4612519388761207,0.009780096338055355,2.795756653913313,3.257008592789434,0.012206625535394353,-0.0014017980697822168,0.008692520688297638,-9.727332146288602e-05,0.008789794009760524,-0.0013045247483193308,0.6971875137626584,0.4365209378762023,0.010094318758079856,0.2689474626484927,False,False,False,False,False,False,,False,False,False,False
CASP3,0.4115328560606093,0.011956018144147519,4.481487068445226,4.893019924505835,0.014832654088604066,0.18429315706559962,0.19847099845260463,0.17314215705611302,0.025328841396491608,0.0111510000094866,0.2919380406463977,0.4900238407768781,0.014177841387005008,0.9322314445142659,False,False,False,False,False,False,,False,False,False,False
CASP4,1.4292717512744346,3.8540237534905446e-16,3.8576737994827113,5.286945550757146,4.0763712777303835e-15,0.17579315635933032,0.1341618613760511,0.1662620111097037,-0.032100149733652605,0.009531145249626616,0.06751194827876565,0.6546540557207148,-0.04163129498327922,0.04502088100253865,False,False,False,False,True,False,-0.5,False,False,True,False
CASR,0.5060980613435412,3.6160913294488895e-06,0.18112196078073137,0.6872200221242726,6.088317034276191e-06,-0.07029539078916988,-0.07541505830427801,-0.0526920195450883,-0.022723038759189712,-0.01760337124408158,0.19375946900356933,0.36171169530583114,-0.005119667515108131,0.9322314445142659,False,False,False,False,False,False,,False,False,True,False
CAT,-1.2918691047413873,5.9720179102931825e-12,7.733144984779475,6.441275880038088,2.074490431996579e-11,-0.0021680005786831437,0.03249182426694896,0.009015157479982987,0.023476666786965972,-0.01118315805866613,0.22237741415916035,0.5548044745831022,0.034659824845632105,0.18545058584544338,False,False,False,False,False,True,-0.5,False,False,False,True
CAV1,1.6117286165798985,8.727325772849109e-12,4.40851307723896,6.020241693818859,2.9387933724900057e-11,0.1043767082226929,0.1408069781125287,0.12571475388711068,0.015092224225418033,-0.02133804566441777,0.5545650387333811,0.3854639221902213,0.036430269889835803,0.2689474626484927,False,False,False,False,True,False,-0.5,False,False,True,False
CBL,1.4414355623358996,4.9518095102486075e-15,1.7375676990286901,3.1790032613645898,3.521761074099225e-14,0.03914611650306835,-0.03092596093993196,0.06395118033759906,-0.09487714127753102,-0.024805063834530704,0.0023322993154543865,0.2805223697980278,-0.07007207744300031,0.12888089710933232,False,False,False,False,True,False,0.06446037876731317,False,False,True,False
CBS,-1.0599903190708406,7.000929366818147e-10,1.5847870464586657,0.5247967273878251,1.7826440517361024e-09,0.08577279692366005,0.07397437589092838,0.06520047495750608,0.008773900933422299,0.020572321966153967,0.7332828134576366,0.45344044168163067,-0.011798421032731668,0.7799305965556748,False,False,False,False,False,True,1.039121471614409,False,False,False,True
CBX1,1.289647645092293,2.0047968998248577e-14,4.778882462015765,6.0685301071080575,1.1566135960528025e-13,-0.21366220682517034,-0.22983975775608273,-0.22487111327602236,-0.004968644480060375,0.011208906450852013,0.9452537286079307,0.7929810099228864,-0.016177550930912388,0.9322314445142659,False,False,False,False,True,False,-0.5,False,False,True,False
CCAR1,1.2220245873701865,2.745396065484473e-15,4.120672526252476,5.342697113622663,2.106931864209014e-14,-0.6676375999078072,-0.5815913117556925,-0.6490125164695963,0.06742120471390389,-0.0186250834382109,0.20412802660126694,0.8401509547978383,0.08604628815211479,0.3751750676264969,True,True,False,False,True,False,-0.5,False,False,True,False
CCAR2,1.475255951983522,4.1027059944532845e-19,3.896145208247243,5.371401160230765,2.3342982382234206e-17,0.05592276022736331,0.008593042509031368,-0.0056613418466780726,0.01425438435570944,0.061584102074041386,0.4731836430630826,0.010727249448974399,-0.04732971771833194,0.06307244544494771,False,False,False,False,True,False,-0.5,False,False,True,False
CCDC6,1.9736533378959886,6.566358324766861e-20,3.6299749600030133,5.603628297899002,1.0269675158356385e-17,-0.14968832400279136,-0.17627584236462301,-0.19617720869376312,0.019901366329140108,0.04648888469097176,0.785797843854313,0.249957955364141,-0.026587518361831652,0.4886550381724404,False,False,False,False,True,False,-0.5,False,False,True,False
CCK,0.019587037910810123,0.5178278498835096,0.10951690132981265,0.12910393924062277,0.5498172151272785,0.003755490830889967,-0.029134639969157182,-0.002533280367213008,-0.026601359601944173,0.006288771198102975,0.3499961222862875,0.6211773186366647,-0.03289013080004715,0.2905587212927452,False,False,False,False,False,False,,False,False,False,False
CCKBR,0.026291804214967393,0.0017525975752109243,0.06823315314740491,0.0945249573623723,0.0023227196779903817,0.017357904624385356,-0.005810154104184809,0.00639701834477354,-0.012207172448958348,0.010960886279611816,0.5981234548378489,0.6109572368009394,-0.023168058728570164,0.4586676508683464,False,False,False,False,False,False,,False,False,False,False
CCL18,0.5891352880666347,0.11155500388734374,2.302009117598877,2.8911444056655116,0.1275577151016459,-0.039030073245682584,-0.027946403975258074,-0.028688660719398382,0.0007422567441403086,-0.010341412526284201,0.9339682796276148,0.5775927753258536,0.01108366927042451,0.5196684087258145,False,False,False,False,False,False,-0.5,False,False,False,False
CCL2,2.2405106758461812,1.3310946824226995e-09,3.5776764846903397,5.818187160536521,3.210974014616161e-09,0.06992112348602383,0.08005672317853715,0.08782153550670034,-0.007764812328163187,-0.017900412020676507,0.6152457643679339,0.30660732433748195,0.01013559969251332,0.8745142452927026,False,False,False,False,True,False,-0.5,False,False,True,False
CCL5,0.6938474417811076,0.010327308631441311,4.558500800982822,5.252348242763929,0.012870135379062057,-0.15375239304314128,-0.14951298649115294,-0.1372589051279035,-0.01225408136324943,-0.016493487915237776,0.6321213952604161,0.41428573871711083,0.004239406551988345,0.8363847042199137,False,False,False,False,False,False,,False,False,True,False
CCN4,1.3024536855634674,6.479641867683631e-11,1.1054562359398565,2.407909921503324,1.916041869180286e-10,0.11909299562072227,0.09074818956063443,0.09733287932170204,-0.0065846897610676025,0.021760116299020235,0.6627002146977561,0.20884468113859067,-0.028344806060087838,0.5680218778464302,False,False,False,False,True,False,0.40441996896491633,False,False,True,False
CCNA2,0.6117295704346235,0.0024923818756261338,3.0042187587173332,3.6159483291519567,0.0032509328812514787,-1.3947122721498793,-1.2861234550480054,-1.3120185261633135,0.025895071115308088,-0.08269374598656576,0.8227120002657163,0.2692048248766524,0.10858881710187385,0.3751750676264969,True,True,False,False,False,False,,False,False,True,False
CCNB1,0.7365672312166636,0.0010588537676846463,4.261318609291325,4.997885840507989,0.0014262111972895236,-0.8158629834845955,-0.7895203154160758,-0.7875352546400423,-0.0019850607760335537,-0.028327728844553257,0.8357801399523452,0.552594206841337,0.026342668068519703,0.7064743169441505,True,True,False,False,False,False,,False,False,True,False
CCND1,2.054019459082376,2.5692965007821603e-11,5.306499042524385,7.360518501606761,8.059580278118944e-11,-1.308961922880075,-1.3001666103785965,-0.9698719595266376,-0.33029465085195886,-0.33908996335343744,0.011001290224450398,0.017856680532080154,0.00879531250147858,0.7064743169441505,True,True,True,True,True,False,-0.5,False,False,True,False
CCND2,2.0585947902254267,3.667416309500672e-15,1.7478926463678495,3.8064874365932764,2.73811624917471e-14,-0.05988060684643629,-0.10165896114658685,-0.14062055894418243,0.03896159779759559,0.08073995209774615,0.39992809228786563,0.3442607685498721,-0.041778354300150554,0.11708600561657455,False,False,False,False,True,False,-0.22599878800906054,False,False,True,False
CCND3,1.3547658311550141,1.8009997695781261e-12,3.786955562458631,5.141721393613645,6.862932147353136e-12,-0.17549193673360505,-0.2529513869685213,-0.32386091720460114,0.07090953023607982,0.1483689804709961,1.0,0.012560220933976754,-0.07745945023491627,0.02167490750688121,False,False,False,False,True,False,-0.5,False,False,True,False
CCNE1,1.0247877457166297,1.2092807936250104e-07,2.2058802101138504,3.23066795583048,2.3228327234939082e-07,-0.2512114483646742,-0.132251571407128,-0.1980149547221273,0.06576338331499929,-0.05319649364254689,0.443491062401389,0.8592948468075801,0.11895987695754617,0.7246141056634307,False,False,False,False,True,False,-0.19005889343603496,False,False,True,False
CCNE2,0.31328004515192576,6.478105605716863e-05,0.9137414451930974,1.2270214903450232,9.629616440930472e-05,-0.06887520448310551,-0.0838256857656783,-0.09894278675119973,0.015117100985521437,0.030067582268094223,0.9570638749409357,0.5307321392132369,-0.014950481282572786,0.5196684087258145,False,False,False,False,False,False,,False,False,False,False
CCNG1,-0.15327737246440876,0.11568173715941667,6.440094998023829,6.28681762555942,0.13209333308860727,-0.0056400002937237875,-0.01655934080457278,0.0002996537450462681,-0.016858994549619047,-0.005939654038770056,0.4442585556554991,0.7113384175766798,-0.010919340510848991,0.8745142452927026,False,False,False,False,False,False,,False,False,False,False
CCNH,0.620448163647596,2.599176968004957e-12,2.966114805281811,3.586562968929407,9.551541196454742e-12,-1.2186369017206633,-1.2748630791652205,-1.2387551077467787,-0.0361079714184418,0.02011820602611536,0.8721953347527682,0.9765613212333658,-0.05622617744455716,0.8363847042199137,True,True,False,False,False,False,,False,False,True,False
CCR7,0.744539094172942,0.01010523033972975,1.1582184776827882,1.9027575718557301,0.012602894981522363,-0.11749769590233025,-0.06045321676360968,-0.11604374754859621,0.05559053078498653,-0.0014539483537340386,0.014813150723651112,0.7550717784255112,0.05704447913872057,0.04006750860788731,False,False,False,False,False,False,,False,False,True,False
CD209,-0.3986407157456411,0.0009310671553676014,1.4398976799669059,1.0412569642212648,0.001261297870571874,0.033460430523269954,0.01653205805945285,0.04524405506527565,-0.0287119970058228,-0.011783624542005697,0.060130928573980814,0.5229706591364127,-0.016928372463817103,0.4735308011235977,False,False,False,False,False,False,,False,False,False,False
CD226,0.19005384936138886,0.0005421921769073011,0.35939264920535424,0.5494464985667431,0.0007492605459774262,0.10283831468238347,0.11084965059144931,0.11803554587877431,-0.007185895287324995,-0.01519723119639084,0.6371761914864678,0.48505608429712177,0.008011335909065845,0.9515653262778769,False,False,False,False,False,False,,False,False,False,False
CD244,0.08478456006804069,0.3051663190902494,0.8031540886728568,0.8879386487408975,0.3341237070331198,-0.001954838391325879,0.04923944169721359,-0.0004485099809535657,0.049687951678167155,-0.001506328410372313,0.021840457002330615,0.990254670610713,0.05119428008853947,0.1351146498957633,False,False,False,False,False,False,,False,False,False,False
CD247,0.4880854419397418,0.026754413748433046,1.53254440181436,2.0206298437541017,0.03229318411478751,0.011289588421743093,0.03607126334755298,0.02563466113199658,0.010436602215556399,-0.014345072710253487,0.6075591010478715,0.5411709448720702,0.024781674925809884,0.3883987275726808,False,False,False,False,False,False,,False,False,False,False
CD28,0.07913204908145932,0.8730961335388153,1.0066010621325354,1.0857331112139947,0.8859831613401262,-0.02100762404260676,-0.0060816402697632145,-0.0021000515104955086,-0.0039815887592677054,-0.018907572532111252,0.560629591551765,0.13164767095139537,0.014925983772843546,0.4440696998799819,False,False,False,False,False,False,,False,False,False,False
CD36,-2.151588333077878,1.5852176773690737e-14,3.509374861564341,1.357786528486463,9.476844810358593e-14,-0.08486066621069825,-0.049095868934915694,-0.02990790529466373,-0.019187963640251965,-0.05495276091603452,0.475573488831716,0.031085036298710917,0.03576479727578256,0.2386455011944486,False,False,False,False,False,True,0.009055661774081373,False,False,False,True
CD3E,0.6279126473264225,0.038271942651824487,2.763258969456225,3.3911716167826476,0.0454307232917341,0.07588924336518461,0.0250933723357757,0.054999657275943775,-0.029906284940168074,0.02088958608924084,0.1538934648931588,0.5328984345543418,-0.05079587102940891,0.1351146498957633,False,False,False,False,False,False,,False,False,True,False
CD4,0.2883471725106226,0.12765020230802646,4.435968590752645,4.7243157632632675,0.1450570480773028,0.06648215603404185,0.01392059859050749,0.029856188150345065,-0.015935589559837576,0.03662596788369679,0.31775884575557545,0.14792634263751261,-0.052561557443534364,0.05648519182783552,False,False,False,False,False,False,,False,False,False,False
CD40,0.6701235460745645,0.0031733324363830977,4.029390386428406,4.6995139325029704,0.004106665505907538,-0.047924832232166405,-0.06145992468128374,-0.023282447986309424,-0.038177476694974316,-0.02464238424585698,0.24857428226145228,0.27700614507654686,-0.013535092449117332,0.9322314445142659,False,False,False,False,False,False,,False,False,True,False
CD44,1.8704328230477345,2.8117241809007147e-08,3.178047732500295,5.048480555548029,5.799181123107724e-08,-0.126149608992273,-0.04081558500923986,-0.07379269149060064,0.03297710648136078,-0.05235691750167237,0.5532696783241285,0.08843254968123296,0.08533402398303315,0.06307244544494771,False,False,False,False,True,False,-0.4828120341250419,False,False,True,False
CD55,1.388975763892911,3.3611109108200754e-09,3.152042164277459,4.54101792817037,7.586638854792236e-09,-0.0730772819849778,-0.011548974834364302,-0.06943042574555497,0.057881450911190666,-0.0036468562394228327,0.32089211280951013,0.4514542433709291,0.0615283071506135,0.12888089710933232,False,False,False,False,True,False,-0.5,False,False,True,False
CD81,0.6384277792968787,9.285440547707376e-06,7.2142566869202875,7.852684466217166,1.5050075543926493e-05,0.06956420524450478,0.11068595856577555,0.06002911967256713,0.05065683889320842,0.009535085571937649,0.1212113366430908,0.8572210342356006,0.04112175332127077,0.2689474626484927,False,False,False,False,False,False,,False,False,True,False
CD8A,0.6414108347107446,0.007547709599985171,2.0506230303344513,2.692033865045196,0.009506657129752315,-0.053829061937364774,-0.05785761759051425,-0.02926183423516371,-0.02859578335535054,-0.024567227702201065,0.2552457948058112,0.2472503750623828,-0.004028555653149475,0.7986358209367654,False,False,False,False,False,False,,False,False,True,False
CD93,0.8106977676479756,8.477090534315947e-06,3.8343919214178186,4.645089689065794,1.3821343262471653e-05,0.10608299869971653,0.07956747121904893,0.07643600388655927,0.0031314673324896597,0.02964699481315726,0.689096902332395,0.23220936408267756,-0.0265155274806676,0.6706993838713493,False,False,False,False,False,False,,False,False,True,False
CDC14A,0.2551298718920385,0.016511340532930525,1.0547251221401055,1.309854994032144,0.020255547865676852,0.04321209506033864,0.06177670400924676,0.029739357800892385,0.03203734620835437,0.013472737259446258,0.215849728878586,0.7005454869032302,0.018564608948908115,0.4440696998799819,False,False,False,False,False,False,,False,False,False,False
CDC14B,-0.085682259111862,0.6436471316070712,2.9417846910544774,2.8561024319426154,0.6717379931383096,-0.08060778213553198,-0.09931811414798307,-0.0649191379285899,-0.03439897621939317,-0.015688644206942076,0.1641965328914553,0.42378661029910303,-0.018710332012451092,0.551667232938351,False,False,False,False,False,False,,False,False,False,False
CDC25A,-0.1342659276083904,0.8837909262262627,1.684377751872906,1.5501118242645155,0.8957340468509418,-0.2378806324881755,-0.290118938301588,-0.2836446040947086,-0.0064743342068794285,0.04576397160653309,0.8161960852787474,0.38836235545262554,-0.05223830581341252,0.41568392810112,False,False,False,False,False,False,,False,False,False,False
CDC25B,0.658492627048064,0.0001090085379050366,4.865074505360802,5.523567132408866,0.0001581918096247233,-0.3964427428986529,-0.32804029748261126,-0.3267269065954006,-0.0013133908872106637,-0.06971583630325229,0.5481031145399156,0.2601557910779242,0.06840244541604162,0.6356558763048494,False,False,False,False,False,False,,False,False,True,False
CDC25C,0.1438563658927685,0.3119676219812396,2.0051798172231203,2.149036183115889,0.3411176781106994,-0.030562558715430427,-0.051095019307335864,-0.044099793500525716,-0.006995225806810147,0.01353723478509529,0.6519766358695853,0.4287770228991601,-0.020532460591905437,0.18545058584544338,False,False,False,False,False,False,,False,False,False,False
CDC37,0.7947981368679136,3.902303042751595e-16,6.707224771932569,7.502022908800482,4.101146509898173e-15,-1.0725358639058271,-1.150298976715886,-1.1560701926529973,0.005771215937111274,0.08353432874717015,0.936532071416903,0.3069197973312081,-0.07776311281005888,0.5196684087258145,True,True,False,False,False,False,,False,False,True,False
CDC42,0.5549229912488105,4.819586694289987e-08,4.489443209370593,5.044366200619404,9.781449010551635e-08,-1.126303834551326,-1.123362414321974,-1.029245386671348,-0.09411702765062602,-0.09705844787997808,0.6971875137626584,0.3585924799471819,0.0029414202293520653,0.8363847042199137,True,True,False,False,False,False,,False,False,True,False
CDC42BPA,0.8679874561874539,1.1408357442884592e-06,3.273665142909327,4.141652599096781,2.024063417285976e-06,-0.035394904820040055,-0.055586739740964265,-0.06204202607229792,0.0064552863313336525,0.026647121252257863,0.7957309917795035,0.2976372958512865,-0.02019183492092421,0.7064743169441505,False,False,False,False,False,False,,False,False,True,False
CDC42BPB,1.2097236583266961,3.0110505324659072e-09,3.8821938494130284,5.0919175077397245,6.843296664695244e-09,-0.03768005415451576,-0.047523249846478904,-0.04147215475789355,-0.006051095088585354,0.003792100603377792,0.6603630161269664,0.930814351168166,-0.009843195691963146,0.8936946693232326,False,False,False,False,True,False,-0.5,False,False,True,False
CDC42BPG,3.2269230569312457,2.139788958567035e-20,1.347381623038708,4.574304679969954,5.0437882594794395e-18,-0.13537596722690598,-0.05301007178262099,-0.07541883476696286,0.02240876298434187,-0.05995713245994312,0.3084797532188722,0.05771817077599244,0.08236589544428499,0.050480898924720304,False,False,False,False,True,False,0.07239780290221982,False,False,True,False
CDC5L,0.35822752380102507,0.0024799951669268227,4.456730032166979,4.814957555968004,0.003237335463156058,-1.5814043891456318,-1.497393934173715,-1.6720829813070397,0.17468904713332467,0.09067859216140794,0.03165801205447918,0.2587611229679815,0.08401045497191673,0.4886550381724404,True,True,False,False,False,False,,False,False,False,False
CDC6,0.8090807013133094,6.0396309741211835e-05,2.6427117546891488,3.451792456002458,9.010299373688927e-05,-1.3479289251983122,-1.404675353822569,-1.3612408283420196,-0.04343452548054927,0.013311903143707449,0.2593079376235611,0.9791942458682409,-0.05674642862425672,0.4440696998799819,True,True,False,False,False,False,,False,False,True,False
CDC7,0.735967369064557,4.371180831820565e-06,1.9380099939833701,2.673977363047927,7.3148708006061385e-06,-2.204224084335028,-2.1583624560156993,-2.231779455492615,0.07341699947691582,0.027555371157587327,0.23866882783851684,0.8277829218022597,0.045861628319328496,0.5040358664525048,True,True,False,False,False,False,,False,False,True,False
CDCA8,0.8556018494383557,8.823868216232632e-05,3.0749840019657344,3.93058585140409,0.00012930179890571796,-1.418318205486673,-1.4762027757266927,-1.4283004611480679,-0.047902314578624816,0.009982255661394879,0.5472443440555939,0.5346346856253643,-0.057884570240019695,0.6014097841502288,True,True,False,False,False,False,,False,False,True,False
